Partner ID,Logo,Partner Name,Description,Services,Country,Operating State / Province,City/DMA,OperatingFormats,Office Address Country,Office Address State,Office Address Street,Office Address City / DMA,Office Address Zip Code / Pin Code,Contact Name,Contact Phone,Contact Email,Website,Verified
,,Ambrose Signs Inc,,Media Company,US,,,,,,,,,Roger Ambrose,252-338-8522,asi@mchsi.com,,verified
,,AMERCIAN OUTDOOR INC,,,US,,,,,,,,,AMERCIAN OUTDOOR INC,8702360964,,,Not Verified
,,Ameri Print,,Media Management & Operations,US,,,,,,,,,,,orders@ameri-print.com,,Not Verified
,,AMERICA'S BEST INN OF BRINKLEY,,,US,,,,,,,,,AMERICA'S BEST INN OF BRINKLEY,8707342035,,,Not Verified
,,AMERICA'S BEST VALUE INN,,,US,,,,,,,,,AMERICA'S BEST VALUE INN,8705527566,,,Not Verified
,,American Billboard Advert,,Media Company,US,,,,,,,,,Mr. William Lyons,419-235-6998,billlyons@americanbillboardadvertising.com,,Not Verified
,,American Billboards,,Media Company,US,,,,,,,,,,(870) 215-5704,,,verified
,,American Campus Media,,,US,,,,,,,,,,,,,Not Verified
,,American Campus Outdoor Media LLC,,Media Company,US,,"1 - New York, NY;2 - Los Angeles, CA;3 - Chicago, IL;4 - Philadelphia, PA;5 - Dallas-Ft. Worth, TX;6 - San Francisco-Oakland-San Jose, CA;8 - Washington, DC (Hagerstown, MD);10 - Houston, TX;11 - Detroit, MI;13 - Phoenix (Prescott), AZ;14 - Tampa-St. Petersburg (Sarasota), FL;16 - Miami-Ft. Lauderdale, FL;17 - Denver, CO;18 - Cleveland-Akron (Canton), OH;19 - Orlando-Daytona Beach-Melbourne, FL;25 - Charlotte, NC;28 - San Diego, CA;33 - Salt Lake City, UT;35 - Cincinnati, OH;41 - Oklahoma City, OK;42 - Birmingham (Anniston and Tuscaloosa), AL;44 - Norfolk-Portsmouth-Newport News, VA;45 - Austin, TX;47 - Albuquerque-Santa Fe, NM;48 - Louisville, KY;61 - Knoxville, TN;66 - Wichita-Hutchinson, KS Plus;67 - Flint-Saginaw-Bay City, MI;68 - Roanoke-Lynchburg, VA;75 - Omaha, NE;76 - Toledo, OH;81 - Paducah, KY-Cape Girardeau, MO-Harrisburg, IL;83 - Champaign & Springfield-Decatur, IL;84 - Syracuse, NY;88 - Waco-Temple-Bryan, TX;92 - Savannah, GA;97 - Burlington, VT-Plattsburgh, NY;105 - Lincoln & Hastings-Kearney, N",Panel;Static,,,,,,Dennis,510.767.0707,dennis@tasselmedia.com,,Geopath Audited
,,American Mass Media,,OOH Specialists,US,,,,,,,,,President & Media Buyer,+1 312-233-2866,shelly@americanmassmedia.com,,Not Verified
,,American Media,,Media Company,US,,,,,,,,,,,,,verified
,,American Mobile Ads,,Media Company,US,,,,,,,,,,,bill@americanmobileads.com,,verified
,,AMERICAN OUTDOOR,,,US,,,,,,,,,AMERICAN OUTDOOR,8702360964,,,Not Verified
,,American Outdoor Advertising,,Media Company,US,,"6 - San Francisco-Oakland-San Jose, CA;13 - Phoenix (Prescott), AZ;40 - Las Vegas, NV",Bulletin;Digital Bulletin;Digital Bulletins;Outdoor - Billboards,,,,,,Mr. Donald T O'reilly,602.687.9220,brad@americanoutdoor.net,,Geopath Audited
,,American Outdoor Advertising Inc.,,Media Company,US,,,,,,,,,,,,,Not Verified
,,American Outdoor Advertising LLC,,Media Company,US,,,,,,,,,,,,,Not Verified
,,AMERICAN OUTDOOR INC.,,,US,,,,,,,,,AMERICAN OUTDOOR INC.,8702330965,,,Not Verified
,,AMERICAN OUTDOOR LLC,,,US,,,,,,,,,AMERICAN OUTDOOR LLC,8702392802,,,Not Verified
,,American Sign & Advertising,,Media Company,US,,,,,,,,,,,,,Not Verified
,,American Spirit Corporation,,Media Management & Operations,US,,,,,,,,,Don Lund,+1 612-623-3333,,,Not Verified
,,American Tower,,OOH Specialists,US,,,,,,,,,Matt Peterson,877-282-7483,media.relations@americantower.com,,verified
,,AMG Outdoor / Primesite Media,,Media Company,US,,,,,,,,,,231-799-4848,z@amgoutdoorad.com,,verified
,,AMG Outdoor Advertising Inc,,Media Company,US,,,,,,,,,Alex Garcia,626-260-8195,amgoutdoor@aol.com,,verified
,,AMG Sign Co Inc,,Media Company,US,,,,,,,,,,,,,Not Verified
,,AMI,,Media Company,US,,"1 - New York, NY;2 - Los Angeles, CA;3 - Chicago, IL;4 - Philadelphia, PA;5 - Dallas-Ft. Worth, TX;6 - San Francisco-Oakland-San Jose, CA;7 - Boston, MA (Manchester, NH);8 - Washington, DC (Hagerstown, MD);9 - Atlanta, GA;10 - Houston, TX;11 - Detroit, MI;12 - Seattle-Tacoma, WA;13 - Phoenix (Prescott), AZ;14 - Tampa-St. Petersburg (Sarasota), FL;15 - Minneapolis-St. Paul, MN;16 - Miami-Ft. Lauderdale, FL;17 - Denver, CO;18 - Cleveland-Akron (Canton), OH;19 - Orlando-Daytona Beach-Melbourne, FL;20 - Sacramento-Stockton-Modesto, CA;21 - St. Louis, MO;22 - Portland, OR;23 - Pittsburgh, PA;24 - Raleigh-Durham (Fayetteville), NC;25 - Charlotte, NC;26 - Indianapolis, IN;27 - Baltimore, MD;28 - San Diego, CA;29 - Nashville, TN;30 - Hartford & New Haven, CT;31 - Kansas City, MO;32 - Columbus, OH;33 - Salt Lake City, UT;34 - Milwaukee, WI;35 - Cincinnati, OH;36 - San Antonio, TX;37 - Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC;38 - West Palm Beach-Ft. Pierce, FL;39 - Grand Rapids-Kalamazoo-Battle Creek, MI;",Entertainment - Bars;Entertainment - Casual Dining,,,,,,Michael Maas,1616-243-3633,mmaas@amientertainment.com,,Not Verified
,,AMI Graphics,,Media Management & Operations,US,,,,,,,,,Aaron Radbill,+1 603-664-7174,aaron@amigraphics.com,,Not Verified
,,Amnet Group,,OOH Specialists,US,,,,,,,,,Anne Chanthavong,+855 926638,anne.chanthavong@amnetgroup.com,,Not Verified
,,AMOBEE,,DSPs / SSPs / Exchanges,US,,,,,,,,,Peter Berntsen,3103828966,peter.berntsen@amobee.com,,verified
,,AMP Outdoor Advertising,,Media Company,US,,,,,,,,,scott attar,3125609219,sattar@amp-ooh.com,,verified
,,Ampersand Agency,,OOH Specialists,US,,,,,,,,,,,jeffm@ampersandagency.com,,Not Verified
,,Amra & Elma LLC,,OOH Specialists,US,,,,,,,,,Elma Beganovich,(646) 518-7743,elma@amraandelma.com,,Not Verified
,,Amtrak,,Media Company,US,,,,,,,,,Peter Lyons,215 349-1238,peter.lyons@amtrak.com,,Geopath Audited
,,"Amy’s Ad Ad-Vantage, Inc.",,Media Company,US,,,,,,,,,Amy Ryan,,amytryan@aol.com,,Not Verified
,,AMYCO INC,,,US,,,,,,,,,AMYCO INC,4797822881,,,Not Verified
,,ANALYTIC PARTNERS,,Media Management & Operations,US,,,,,,,,,Joseph Lasala,+1 212-599-7630,joe.lasala@analyticpartners.com,,Not Verified
,,ANC,,Media Company,US,,,,,,,,,,,marketing@anc.com,,Not Verified
,,Anchor Billboards,,Media Company,US,,,,,,,,,,,peter@anchorbillboards.com,,verified
,,Anchor Motel,,Media Company,US,,,,,,,,,,,,,Not Verified
,,ANCHOR PACKAGING INC.,,,US,,,,,,,,,ANCHOR PACKAGING INC.,3148227800,,,Not Verified
,,Anchor Point,,Media Management & Operations,US,,,,,,,,,,,mike@anchorpoint.work,,Not Verified
,,Anchor Sign,,Media Management & Operations,US,,,,,,,,,,,info@anchorsign.com,,Not Verified
,,Anderson Advertising,,OOH Specialists,US,,,,,,,,,Ted Anderson,(480) 945-2229,ted@anderson-adv.com,,Not Verified
,,Anderson Madison Advertising,,OOH Specialists,US,,,,,,,,,Christopher Madison,(952) 835-5133,chris@andersonmadison.com,,Not Verified
,,Anderson Outdoor Advertising,,Media Company,US,,,,,,,,,,(305) 294-5479,aoakw@aol.com,,verified
,,Anderson Outdoor Management,,Media Company,US,,,,,,,,,Clyde Anderson,,andind@windstream.net,,Not Verified
,,Anderson Signs,,Media Management & Operations,US,,,,,,,,,Mr. Eric Anderson,570-322-2404,,,Not Verified
,,andrei 48484884,,,US,,,,,,,,,,,,,Not Verified
,,Andrei 91919191,,,US,,,,,,,,,,,,,Not Verified
,,Andrei Test,,,US,,,,,,,,,,,,,Not Verified
,,Andrei test 9999,,,US,,,,,,,,,,,,,Not Verified
,,Andrei's Drones,,,US,,,,,,,,,Andrei,111-867-5309,andrei@robotmaker.com,,Not Verified
,,Andrew Kosch,,Media Company,US,,,,,,,,,,,,,Not Verified
,,ANDREW STRECKER,,,US,,,,,,,,,ANDREW STRECKER,4792737100,,,Not Verified
,,ANDREWS BROTHERS,,,US,,,,,,,,,NULL ANDREWS BROTHERS,5018932080,,,Not Verified
,,Angel Media Company,,Media Company,US,,"1 - New York, NY;2 - Los Angeles, CA;4 - Philadelphia, PA;16 - Miami-Ft. Lauderdale, FL",Bulletin;Handpainted Wall;Murals;Other;Panel;Poster;Spectacular;Static Wallscape;Transit Windowscape;Wall;Wallscape;Windowscape;Windowscape Spectacular,,,,,,Chris Jordan,212-842-9300,Chris@angelmediaco.com,,Geopath Audited
,,ANGELO CESCALINE,,,US,,,,,,,,,ANGELO CESCALINE,8708672211,,,Not Verified
,,ANGELO'S GROVE I III,,,US,,,,,,,,,ANGELO'S GROVE I III,9014871267,,,Not Verified
,,ANGELO'S GROVE I LLC,,,US,,,,,,,,,ANGELO'S GROVE I LLC,9014871267,,,Not Verified
,,ANGLERS RESTAURANT,,,US,,,,,,,,,ANGLERS RESTAURANT,4792534004,,,Not Verified
,,Ann Arbor Area Transit Authority,,Media Company,US,,,,,,,,,,,,,Geopath Audited
,,Anomaly,,OOH Specialists,US,,,,,,,,,Carl Johnson,917-595-2200,carl@anomaly.com,,Not Verified
,,Another Test Vendor Company,,,US,,"9 - Atlanta, GA;25 - Charlotte, NC;57 - Richmond-Petersburg, VA",Bulletin;Digital Billboards;Digital Bulletin;Digital Wallscape;Painted Wall;Static Bulletin;STATIC Poster,,,,,,,,,,Not Verified
,,Ansira Services,,OOH Specialists,US,,,,,,,,,Jonathan Sackett,+1 800-231-8179,jonathan.sackett@ansira.com,,Not Verified
,,Antelope Creek Mobil Park,,Media Company,US,,,,,,,,,,,,,Not Verified
,,ANTIQUE WAREHOUSE OF ARKANSAS,,,US,,,,,,,,,ANTIQUE WAREHOUSE OF ARKANSAS,5017455842,,,Not Verified
,,ANTIQUES WAREHOUSE OF ARKANSAS,,,US,,,,,,,,,ANTIQUES WAREHOUSE OF ARKANSAS,5017455842,,,Not Verified
,,ANYTIME SIGN,,Media Management & Operations,US,,,,,,,,,,,,,verified
,,Anytime Sign Soiutions - San Diego Sign Company,,Media Management & Operations,US,,,,,,,,,,,,,verified
,,AOA,,Media Management & Operations,US,,,,,,,,,Mike Linn,(501) 269-9801,mlinn.aoa@gmail.com,,Not Verified
,,AOPEN,,Media Management & Operations,US,,,,,,,,,,,,,Not Verified
,,APAC ARKANSAS MCCLINTON ANCHOR DIVISION,,,US,,,,,,,,,APAC ARKANSAS MCCLINTON ANCHOR DIVISION,4795873300,,,Not Verified
,,APB Outdoor Advertising Co,,Media Company,US,,,,,,,,,,(717) 652-3079,,,verified
,,Apex Change,,OOH Specialists,US,,,,,,,,,,,,,verified
,,Apex Media & Marketing,,DSPs / SSPs / Exchanges;Media Management & Operations,US,,,,,,,,,,,,,Not Verified
,,"Apex Signs & Graphics, Inc.",,Media Management & Operations,US,,,,,,,,,Zhuming Smith,(847) 604-4321,zsmith@apexsignsandgraphics.com,,Not Verified
,,APG Exhibits,,Media Management & Operations,US,,,,,,,,,Sara Baron,(866) 752-2192,sbaron@apgexhibits.com,,Not Verified
,,APM PrintWorks,,Media Management & Operations,US,,,,,,,,,Lauren Jafri,+1 503-626-0669,lauren@apmprintworks.com,,Not Verified
,,Apple Outdoor,,Media Company,US,,"8 - Washington, DC (Hagerstown, MD);27 - Baltimore, MD;43 - Harrisburg-Lancaster-Lebanon-York, PA",Bulletin;Digital Bulletins;Poster,,,,,,,(717) 845-8752,nsterner@appleoutdoor.com,,Geopath Audited
,,"Apple Outdoor Advertising, Inc.",,,US,,,,,,,,,,,,,Not Verified
,,Applied Advertising Inc,,Media Management & Operations,US,,,,,,,,,Raymond Bergeron,(860) 640-0800,rb@appliedadvertisinginc.com,,Not Verified
,,Appratix,,Media Company,US,,"113 - Augusta, GA-Aiken, SC",Bulletin,,,,,,,,,,Geopath Audited
,,Appreciate,,Media Company,US,,,,,,,,,,0151 653 1700,,,verified
,,Aptitude 8,,,US,,,,,,,,,,,,,Not Verified
,,"AR James & Company, Ltd.",,,US,,,,,,,,,,,,,Not Verified
,,AR James Media,,Media Company,US,,"1 - New York, NY;4 - Philadelphia, PA",Junior Poster;Panel;Transit Shelter,,,,,,Jennie Beck,(848) 999-2185 x304,jbeck@arjamesmedia.com,,Geopath Audited
,,Ara Labs Inc.,,Media Company,US,,,,,,,,,Jeff Cripe,909.921.5211,jeff@arascreens.com,,Not Verified
,,Aradius Group,,Media Management & Operations,US,,,,,,,,,Rachel Wallace,+1 800-369-0033,rwallace@aradiusgroup.com,,Not Verified
,,Arandell,,Media Management & Operations,US,,,,,,,,,Jake Hoffman,+1 800-558-8724,jmhoffman@arandell.com,,Not Verified
,,Arapahoe County,,Media Company,US,,,,,,,,,,,,,Not Verified
,,ARC Document Solutions,,Media Management & Operations,US,,,,,,,,,Lee Myhre,+1 925-949-5100,lee.myhre@e-arc.com,,Not Verified
,,Arc Worldwide,,Media Management & Operations,US,,,,,,,,,Soche Picard,+1-312-220-5959,soche.picard@arcww.com,,Not Verified
,,Arena Outdoor Advertising,,Media Company,US,,,,,,,,,Robert Kennerson,(775) 835-4250,rk@arenaoa.com,,verified
,,Arete Digital Imaging Corp,,Media Management & Operations,US,,,,,,,,,Jason Rojas,(323) 464-4828,jasonr@aretedi.com,,Not Verified
,,Argoid,,,US,,,,,,,,,,,,,Not Verified
,,ARGONAUT,,Media Management & Operations,US,,,,,,,,,Katie Miller,(415) 633-8200,katie.miller@argonautinc.com,,Not Verified
,,Arizona Billboard Company,,Media Company,US,,,,,,,,,Kathy,(877) 312-6273,kathy@arizonabillboardcompany.com,,verified
,,ARKANSAS CAR WAS SYSTEMS,,,US,,,,,,,,,ARKANSAS CAR WAS SYSTEMS,8709265265,,,Not Verified
,,ARKANSAS LIVESTOCK SHOW ASSOC,,,US,,,,,,,,,ARKANSAS LIVESTOCK SHOW ASSOC,5013728341,,,Not Verified
,,ARKANSAS MEMORIAL GARDENS INC,,,US,,,,,,,,,ARKANSAS MEMORIAL GARDENS INC,5012588169,,,Not Verified
,,ARKANSAS MOBILE BARNS,,,US,,,,,,,,,ARKANSAS MOBILE BARNS,5016802053,,,Not Verified
,,ARKANSAS OUTDOOR MEDIA INC.,,,US,,,,,,,,,ARKANSAS OUTDOOR MEDIA INC.,4798416582,,,Not Verified
,,ARKANSAS SIGN & NEON CO.,,Media Management & Operations,US,,,,,,,,,NULL ARKANSAS SIGN & NEON CO.,5015623942,Lora@ArkansasSign.com,,verified
,,ARMAGARD,,Media Management & Operations,US,,,,,,,,,,,sales.us@armagard.com,,Not Verified
,,Armour Digital OOH,,Media Company,US,,,,,,,,,Hitesh Hambarde,+919742474732,hitesh@armourds.com,,verified
,,Arnold Worldwide,,Media Management & Operations,US,,,,,,,,,Caroline Kozub,,ckozub@arn.com,,Not Verified
,,AroundCampus Group,,OOH Specialists,US,,,,,,,,,,,,,Not Verified
,,Arrington Outdoor,,Media Company,US,,"5 - Dallas-Ft. Worth, TX;88 - Waco-Temple-Bryan, TX;107 - Tyler-Longview(Lufkin & Nacogdoches), TX;143 - Wichita Falls, TX & Lawton, OK;152 - Odessa-Midland, TX;161 - Sherman, TX-Ada, OK;164 - Abilene-Sweetwater, TX",Bulletin;Poster;Static Bulletin,,,,,,Sommer McLaughlin,800-500-6772,info@arringtonoutdoor.com,,Geopath Audited
,,ARRINGTON OUTDOOR ADVERTISING LP,,Media Company,US,,"5 - Dallas-Ft. Worth, TX",Bulletin;Digital Bulletins,,,,,,Salma Ontiveros,800 500 6772,salma@arringtonoutdoor.com,,verified
,,Arrow Marketing,,Media Management & Operations,US,,,,,,,,,,,,,Not Verified
,,Arrow Signs & Outdoor Inc,,Media Company,US,,,,,,,,,Val Winchester,(618) 466-0818,val@arrowsignsinc.com,,verified
,,ARROWHEAD CABIN & CANOE LLC,,,US,,,,,,,,,ARROWHEAD CABIN & CANOE LLC,8703562944,,,Not Verified
,,Arrowhead Marketing,,DSPs / SSPs / Exchanges,US,,,,,,,,,Leah F,406.969.3150,leah@arrowheadmarketingteam.com,,Not Verified
,,Arrowhead Outdoor,,Media Company,US,,,,,,,,,Traci Williams,580-748-0044,todays4@hotmail.com,,verified
,,ARSENL,,OOH Specialists,US,,,,,,,,,,,getintouch@arsenlagency.com,,Not Verified
,,Art Everywhere,,Media Company,US,,,,,,,,,,,thetechnologyvibe@gmail.com,,verified
,,Artdoor Media,,Media Company,US,,,,,,,,,,,,,verified
,,Arthur McChesney,,Media Company,US,,,,,,,,,,,,,Not Verified
,,Articus Ltd,,OOH Specialists,US,,,,,,,,,,,info@articus.com,,Not Verified
,,Artisan Colour,,Media Management & Operations,US,,,,,,,,,Aaron Kilby,+1 480-948-0009,aaron.kilby@artisancolour.com,,Not Verified
,,Artistic Invasion,,Media Management & Operations,US,,,,,,,,,Olivia Flesher,+1 765-203-9110,olivia@artisticinvasion.com,,Not Verified
,,ARTPOP STREET GALLERY,,Media Management & Operations,US,,,,,,,,,Wendy Hickey,(734) 320-1601,wendy@artpopstreetgallery.com,,Not Verified
,,ARVEST BANK ATTN: JEFF MEAD,,,US,,,,,,,,,ARVEST BANK ATTN: JEFF MEAD,4792711294,,,Not Verified
,,ARVEST BANK NORTH CENTRAL ARKANSAS,,,US,,,,,,,,,ARVEST BANK NORTH CENTRAL ARKANSAS,8704497164,,,Not Verified
,,ASH PATEL,,,US,,,,,,,,,ASH PATEL,5019606384,,,Not Verified
,,Ashby,,Media Company,US,,"101 - Ft. Smith-Fayetteville-Springdale-Rogers, AR",Poster,,,,,,,,,,Geopath Audited
,,ASHBY ST. OUTDOOR,,,US,,,,,,,,,ASHBY ST. OUTDOOR,4794420300,,,Not Verified
,,ASHBY ST. OUTDOOR LLC,,,US,,,,,,,,,ASHBY ST. OUTDOOR LLC,9413506529,,,Not Verified
,,ASHBY STREET OUTDOOR,,,US,,,,,,,,,ASHBY STREET OUTDOOR,4794420300,,,Not Verified
,,Ashland Advertising,,OOH Specialists,US,,,,,,,,,,,hello@ashlandadvertising.com,,Not Verified
,,Ashley Media Advertising LLC,,Media Company,US,,,,,,,,,TJ Ashley,501-319-5890,tjashley.ashleymedia@gmail.com,,verified
,,ASHLEY PARTNERS CONSTRUCTION LLC,,,US,,,,,,,,,ASHLEY PARTNERS CONSTRUCTION LLC,5016806045,,,Not Verified
,,ASM Global,,Media Company,US,,"2 - Los Angeles, CA;6 - San Francisco-Oakland-San Jose, CA;13 - Phoenix (Prescott), AZ;31 - Kansas City, MO;36 - San Antonio, TX;50 - Jacksonville, FL;58 - Albany-Schenectady-Troy, NY;66 - Wichita-Hutchinson, KS Plus;126 - Bakersfield, CA",Bulletin;Display;Junior Poster;Panel;Poster,,,,,,,,,,Geopath Audited
,,Assembly,,OOH Specialists,US,,,,,,,,,Sloane,,sloane.wolf@assemblyinc.com,,Not Verified
,,"Associated Posters, Inc",,Media Management & Operations,US,,,,,,,,,Robert Arnold,,robert@associatedposters.com,,Not Verified
,,"ASSOCIATED PROJECTS, LP",,,US,,,,,,,,,"NULL ASSOCIATED PROJECTS, LP",9017675001,,,Not Verified
,,Astral - Bell Media,,Media Company,US,,,,,,,,,,416-483-4718,ssternberg@astral.com,,verified
,,Astro Sign Company,,Media Company,US,,,,,,,,,,856-881-4300,dpainter@astrosignco.com,,verified
,,AT Investments,,Media Company,US,,,,,,,,,,,,,Not Verified
,,ATA Outdoor,,Media Company,US,,"7 - Boston, MA (Manchester, NH);80 - Portland-Auburn, ME",Bulletin;Panel;Poster,,,,,,Allison Brown,603-436-0008,abrown@ataoutdoormedia.com,,Geopath Audited
,,Atcom Outdoor,,Media Company,US,,,,,,,,,,,,,verified
,,atedra,,DSPs / SSPs / Exchanges,US,,,,,,,,,,6478126237,nmonoga@atedra.com,,verified
,,"Atkinson Advertising Associates, Inc.",,OOH Specialists,US,,,,,,,,,Gean Atkinson,(405) 831-4770,gean@atkinsonadvertising.com,,Not Verified
,,Atlanta Mediaworks,,DSPs / SSPs / Exchanges,US,,,,,,,,,,,,,Not Verified
,,Atlas Media,,Media Company,US,,"1 - New York, NY;2 - Los Angeles, CA",Barricade;Wallscape;Windowscape,,,,,,Ahmad Sayar,6466754915,sales@atlas-mediagroup.com,,Not Verified
,,Atlas Print Solutions,,Media Management & Operations,US,,,,,,,,,Ken Rosenberg,+1 212-949-8775,krosenberg@atlasprintsolutions.com,,Not Verified
,,Atlas Signature,,Media Management & Operations,US,,,,,,,,,Job Penalosa,+1 770-493-4083,job.penalosa@atlasflags.com,,Not Verified
,,ATM Boss,,Media Company,US,,"10 - Houston, TX;37 - Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC;77 - Columbia, SC;103 - Myrtle Beach-Florence, SC",Display,,,,,,,,,,Geopath Audited
,,ATM Media Solutions,,Media Company,US,,,,,,,,,,,,,Not Verified
,,ATM.TV at 7-Eleven,,Media Company,US,,"1 - New York, NY;2 - Los Angeles, CA;3 - Chicago, IL;4 - Philadelphia, PA;5 - Dallas-Ft. Worth, TX;6 - San Francisco-Oakland-San Jose, CA;7 - Boston, MA (Manchester, NH);8 - Washington, DC (Hagerstown, MD);10 - Houston, TX;11 - Detroit, MI;12 - Seattle-Tacoma, WA;13 - Phoenix (Prescott), AZ;14 - Tampa-St. Petersburg (Sarasota), FL;16 - Miami-Ft. Lauderdale, FL;17 - Denver, CO;18 - Cleveland-Akron (Canton), OH;19 - Orlando-Daytona Beach-Melbourne, FL;20 - Sacramento-Stockton-Modesto, CA;21 - St. Louis, MO;22 - Portland, OR;23 - Pittsburgh, PA;24 - Raleigh-Durham (Fayetteville), NC;25 - Charlotte, NC;27 - Baltimore, MD;28 - San Diego, CA;29 - Nashville, TN;30 - Hartford & New Haven, CT;31 - Kansas City, MO;32 - Columbus, OH;33 - Salt Lake City, UT;34 - Milwaukee, WI;36 - San Antonio, TX;37 - Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC;38 - West Palm Beach-Ft. Pierce, FL;39 - Grand Rapids-Kalamazoo-Battle Creek, MI;40 - Las Vegas, NV;43 - Harrisburg-Lancaster-Lebanon-York, PA;44 - Norfolk-Portsmouth-Ne",Bar;Convenience Stores;Display;Gas Station,,,,,,,800-454-2317,advertise@atm.tv,,Geopath Audited
,,ATMedia Outdoor,,Media Company,US,,,,,,,,,Nathaniel Slota,7708715253,nslota@atmediaoutdoor.com,,verified
,,Atmosphere,,Media Company,US,,"1 - New York, NY;2 - Los Angeles, CA;3 - Chicago, IL;4 - Philadelphia, PA;5 - Dallas-Ft. Worth, TX;6 - San Francisco-Oakland-San Jose, CA;7 - Boston, MA (Manchester, NH);8 - Washington, DC (Hagerstown, MD);9 - Atlanta, GA;10 - Houston, TX;11 - Detroit, MI;12 - Seattle-Tacoma, WA;13 - Phoenix (Prescott), AZ;14 - Tampa-St. Petersburg (Sarasota), FL;15 - Minneapolis-St. Paul, MN;16 - Miami-Ft. Lauderdale, FL;17 - Denver, CO;18 - Cleveland-Akron (Canton), OH;19 - Orlando-Daytona Beach-Melbourne, FL;20 - Sacramento-Stockton-Modesto, CA;21 - St. Louis, MO;22 - Portland, OR;23 - Pittsburgh, PA;24 - Raleigh-Durham (Fayetteville), NC;25 - Charlotte, NC;26 - Indianapolis, IN;27 - Baltimore, MD;28 - San Diego, CA;29 - Nashville, TN;30 - Hartford & New Haven, CT;31 - Kansas City, MO;32 - Columbus, OH;33 - Salt Lake City, UT;34 - Milwaukee, WI;35 - Cincinnati, OH;36 - San Antonio, TX;37 - Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC;38 - West Palm Beach-Ft. Pierce, FL;39 - Grand Rapids-Kalamazoo-Battle Creek, MI;",DOOH (Place Based Media);Education - Colleges and Universities;Education - Schools;Entertainment - Bars;Entertainment - Casual Dining;Entertainment - Hotels;Entertainment - Movie Theaters;Entertainment - QSR;Entertainment - Recreational Locations;Entertainment - Sports Entertainment;Financial - Banks;Government - Military Bases;Health and Beauty - Gyms;Health and Beauty - Salons;Offices - Office Buildings;Place Based Digital Screen;Place Based Media (DOOH);Point of Care - Doctor's Offices;Residential - Apartment Buildings;Retail - Convenience Stores;Retail - Gas Stations;Retail - Liquor Stores;Retail - Malls;Retail - Parking Garages;Transit - Airports,,,,,,,512-675-1080,kyle.gatta@atmosphere.tv,,Not Verified
,,Atomic Billboards,,Media Company,US,,,,,,,,,Doug Robertson,316-351-8228,doug@atomicbillboards.com,,verified
,,Atomic Outdoor Media,,Media Company,US,,,,,,,,,John Kubota,877-923-2668,sales@atomicoutdoor.com,,verified
,,Atomic Props,,Media Company,US,,,,,,,,,Stacy Colson,,stacy@atomicprops.com,,verified
,,Attar Media Partners,,Media Company,US,,"2 - Los Angeles, CA;3 - Chicago, IL;191 - Twin Falls, ID",Bulletin,,,,,,,,,,Geopath Audited
,,Attik Marketing,,Media Management & Operations,US,,,,,,,,,,,,,Not Verified
,,Atwell Media Services,,Media Company,US,,,,,,,,,Brian Atwell,,brian@atwellmediaservices.com,,verified
,,Audience Science,,DSPs / SSPs / Exchanges,US,,,,,,,,,,,,,Not Verified
,,AUDIENCEX,,OOH Specialists,US,,,,,,,,,,,hello@audiencex.com,,Not Verified
,,August Lang & Husak,,OOH Specialists,US,,,,,,,,,,,mikea@alhadv.com,,Not Verified
,,Aura Digital,,,US,,,,,,,,,,,,,Not Verified
,,AURELI MOBILE HOME PARK,,,US,,,,,,,,,NULL AURELI MOBILE HOME PARK,8705343227,,,Not Verified
,,Austin Pedicab,,Media Company,US,,"45 - Austin, TX",Tourist Attraction,,,,,,Matt Maschek,(832) 868-8357,austinpedicabcompany@gmail.com,,Not Verified
,,AUTO BODY UNLIMITED INC.,,,US,,,,,,,,,AUTO BODY UNLIMITED INC.,8704236625,,,Not Verified
,,AUTO-TRAC,,,US,,,,,,,,,AUTO-TRAC,4792531803,,,Not Verified
,,Autobus Media,,Media Company,US,,,,,,,,,,,,,verified
,,Autokloak,,Media Management & Operations,US,,,,,,,,,Dillon Kovljenic,(905) 929-9727,dillon@autokloak.com,,Not Verified
,,Autumn Press Inc,,Media Management & Operations,US,,,,,,,,,Waleska Herrera,+1 510-654-4545,waleska@autumnpress.com,,Not Verified
,,Aux Creative,,OOH Specialists,US,,,,,,,,,Steven Didis,,steven@auxcreative.co,,Not Verified
,,Avance Communications Inc,,OOH Specialists,US,,,,,,,,,,,ag@avancecommunications.com,,Not Verified
,,Avant Outdoor Advertising,,Media Company,US,,"2 - Los Angeles, CA",Static Billboards,,,,,,Jacko Luong,714-655-4803,jluong@avantoutdoor.com,,Not Verified
,,Avazu,,Media Company,US,,,,,,,,,,,,,verified
,,AVIATION CADET MUSEUM INC,,,US,,,,,,,,,AVIATION CADET MUSEUM INC,5012535008,,,Not Verified
,,AvPro Worldwide Inc.,,Media Company,US,,,,,,,,,Martin Allen,508.479.4001,martin@avproworldwide.com,,verified
,,Awedience Media,,Media Company,US,,"9 - Atlanta, GA;24 - Raleigh-Durham (Fayetteville), NC;25 - Charlotte, NC",Bulletin;Digital Kiosk Network;Display;Junior Poster;Lifestyle Center;Murals;Panel;Poster,,,,,,Dennis Boyle,734.474.1066,dennis@awediencemedia.com,,Geopath Audited
